Observation_ID,AOU_Code,AcceptedTSN,Admin_Unit_Code,Common_Name,Date,Distance,Disturbance,End_Time,Flyover_Observed,Humidity,ID_Method,Initial_Three_Min_Cnt,Interval_Length,Location_Type,Observer,PIF_Watchlist_Status,Plot_Name,Previously_Obs,Regional_Stewardship_Status,Scientific_Name,Sex,Site_Name,Sky,Start_Time,Sub_Unit_Code,Temperature,Visit,Wind,Year,Taxon_Code,Month,Month_Name,Season,Observation_Duration_Min,Time_Of_Day
37,FISP,179443.0,ANTI,Field Sparrow,2018-05-22,<= 50 Meters,No effect on count,07:31:00,False,75.8000030517578,Singing,False,7.5 - 10 min,Forest,Kimberly Serno,False,ANTI-0078,False,True,Spizella pusilla,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,84790.0,5,May,Spring,10.0,Early Morning (before 8am)
38,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-22,50 - 100 Meters,No effect on count,07:31:00,False,75.8000030517578,Singing,False,7.5 - 10 min,Forest,Kimberly Serno,False,ANTI-0078,False,False,Spizella passerina,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,84781.0,5,May,Spring,10.0,Early Morning (before 8am)
39,EATO,179276.0,ANTI,Eastern Towhee,2018-05-22,<= 50 Meters,No effect on count,07:31:00,False,75.8000030517578,Singing,False,5 - 7.5 min,Forest,Kimberly Serno,False,ANTI-0078,False,True,Pipilo erythrophthalmus,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,83803.0,5,May,Spring,10.0,Early Morning (before 8am)
40,FISP,179443.0,ANTI,Field Sparrow,2018-05-22,50 - 100 Meters,No effect on count,07:31:00,False,75.8000030517578,Singing,True,0-2.5 min,Forest,Kimberly Serno,False,ANTI-0078,False,True,Spizella pusilla,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,84790.0,5,May,Spring,10.0,Early Morning (before 8am)
41,BGGN,179853.0,ANTI,Blue-gray Gnatcatcher,2018-05-22,<= 50 Meters,No effect on count,07:31:00,False,75.8000030517578,Calling,False,5 - 7.5 min,Forest,Kimberly Serno,False,ANTI-0078,False,False,Polioptila caerulea,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,88038.0,5,May,Spring,10.0,Early Morning (before 8am)
42,CACH,554383.0,ANTI,Carolina Chickadee,2018-05-22,<= 50 Meters,No effect on count,07:31:00,False,75.8000030517578,Calling,False,2.5 - 5 min,Forest,Kimberly Serno,False,ANTI-0078,False,True,Poecile carolinensis,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,265876.0,5,May,Spring,10.0,Early Morning (before 8am)
43,CEDW,178532.0,ANTI,Cedar Waxwing,2018-05-22,<= 50 Meters,No effect on count,07:31:00,False,75.8000030517578,Calling,False,5 - 7.5 min,Forest,Kimberly Serno,False,ANTI-0078,False,False,Bombycilla cedrorum,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,88296.0,5,May,Spring,10.0,Early Morning (before 8am)
44,EATO,179276.0,ANTI,Eastern Towhee,2018-05-22,50 - 100 Meters,No effect on count,07:31:00,False,75.8000030517578,Singing,False,2.5 - 5 min,Forest,Kimberly Serno,False,ANTI-0078,False,True,Pipilo erythrophthalmus,Undetermined,ANTI 1,Mist/Drizzle,07:21:00,,21.7000007629395,1,Light air movement (1-3 mph) smoke drifts,2018,83803.0,5,May,Spring,10.0,Early Morning (before 8am)
45,BLJA,179680.0,ANTI,Blue Jay,2018-05-23,50 - 100 Meters,Moderate effect on count,08:38:00,False,66.0,Calling,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,False,Cyanocitta cristata,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,86252.0,5,May,Spring,10.0,Morning (8-10am)
46,EABL,179801.0,ANTI,Eastern Bluebird,2018-05-23,<= 50 Meters,Moderate effect on count,08:38:00,False,66.0,Visualization,False,7.5 - 10 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,False,Sialia sialis,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,87184.0,5,May,Spring,10.0,Morning (8-10am)
47,AMGO,179236.0,ANTI,American Goldfinch,2018-05-23,50 - 100 Meters,Moderate effect on count,08:38:00,False,66.0,Calling,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,False,Spinus tristis,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,95300.0,5,May,Spring,10.0,Morning (8-10am)
48,CEDW,178532.0,ANTI,Cedar Waxwing,2018-05-23,Not Recorded,Moderate effect on count,08:38:00,True,66.0,Visualization,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,False,Bombycilla cedrorum,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,88296.0,5,May,Spring,10.0,Morning (8-10am)
49,FISP,179443.0,ANTI,Field Sparrow,2018-05-23,50 - 100 Meters,Moderate effect on count,08:38:00,False,66.0,Singing,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,True,Spizella pusilla,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,84790.0,5,May,Spring,10.0,Morning (8-10am)
50,INBU,179150.0,ANTI,Indigo Bunting,2018-05-23,50 - 100 Meters,Moderate effect on count,08:38:00,False,66.0,Singing,False,2.5 - 5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,True,Passerina cyanea,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,94257.0,5,May,Spring,10.0,Morning (8-10am)
51,RWBL,179045.0,ANTI,Red-winged Blackbird,2018-05-23,Not Recorded,Moderate effect on count,08:38:00,True,66.0,Visualization,False,5 - 7.5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,False,Agelaius phoeniceus,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,93613.0,5,May,Spring,10.0,Morning (8-10am)
52,NOMO,178620.0,ANTI,Northern Mockingbird,2018-05-23,50 - 100 Meters,Moderate effect on count,08:38:00,False,66.0,Singing,True,2.5 - 5 min,Forest,Elizabeth Oswald,False,ANTI-0025,False,False,Mimus polyglottos,Undetermined,ANTI 1,Partly Cloudy,08:28:00,,28.5,1,Light breeze (4-7 mph) wind felt on face,2018,88394.0,5,May,Spring,10.0,Morning (8-10am)
53,CARW,178581.0,ANTI,Carolina Wren,2018-05-23,50 - 100 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Calling,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Thryothorus ludovicianus,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,88350.0,5,May,Spring,10.0,Morning (8-10am)
54,ETTI,554138.0,ANTI,Eastern Tufted Titmouse,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Singing,False,5 - 7.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Baeolophus bicolor,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,266957.0,5,May,Spring,10.0,Morning (8-10am)
55,PIWO,178166.0,ANTI,Pileated Woodpecker,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Visualization,False,7.5 - 10 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Dryocopus pileatus,Male,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,84833.0,5,May,Spring,10.0,Morning (8-10am)
56,PIWO,178166.0,ANTI,Pileated Woodpecker,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Visualization,False,7.5 - 10 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Dryocopus pileatus,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,84833.0,5,May,Spring,10.0,Morning (8-10am)
57,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Singing,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Cardinalis cardinalis,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,94228.0,5,May,Spring,10.0,Morning (8-10am)
58,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Calling,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Cardinalis cardinalis,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,94228.0,5,May,Spring,10.0,Morning (8-10am)
59,BHCO,179112.0,ANTI,Brown-headed Cowbird,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Visualization,False,5 - 7.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Molothrus ater,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,94215.0,5,May,Spring,10.0,Morning (8-10am)
60,FISP,179443.0,ANTI,Field Sparrow,2018-05-23,50 - 100 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Singing,False,5 - 7.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,True,Spizella pusilla,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,84790.0,5,May,Spring,10.0,Morning (8-10am)
61,ETTI,554138.0,ANTI,Eastern Tufted Titmouse,2018-05-23,50 - 100 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Singing,False,2.5 - 5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Baeolophus bicolor,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,266957.0,5,May,Spring,10.0,Morning (8-10am)
62,EAWP,178359.0,ANTI,Eastern Wood-Pewee,2018-05-23,50 - 100 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Singing,False,5 - 7.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,True,Contopus virens,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,85846.0,5,May,Spring,10.0,Morning (8-10am)
63,CEDW,178532.0,ANTI,Cedar Waxwing,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Singing,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Bombycilla cedrorum,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,88296.0,5,May,Spring,10.0,Morning (8-10am)
64,BGGN,179853.0,ANTI,Blue-gray Gnatcatcher,2018-05-23,<= 50 Meters,Moderate effect on count,09:36:00,False,62.9000015258789,Calling,True,0-2.5 min,Forest,Elizabeth Oswald,False,ANTI-0052,False,False,Polioptila caerulea,Undetermined,ANTI 1,Partly Cloudy,09:26:00,,27.5,1,Light air movement (1-3 mph) smoke drifts,2018,88038.0,5,May,Spring,10.0,Morning (8-10am)
